,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
GUT_0301,0.57271,-0.37064,1.68603,1.58671,0.86984,-2.33269,0.56075,0.66941,1.12934,-0.73197,2.18262,-0.83152,-0.57431,1.45279,-0.02766,1.95301,-0.16899,-0.24949,-0.5446,-0.56948,-1.35548,1.01527,0.84576,1.03988,-0.84727,1.86226,-0.0268,1.83286,-0.49032,-1.01789,0.29763,0.81842
GUT_0302,0.43841,-0.33955,1.36205,1.27084,0.62648,-1.87908,-0.07903,0.9584,1.17294,-0.75416,1.59169,-1.33429,-0.69175,0.88337,-0.31652,1.80499,-0.04066,-0.64031,-0.44624,-1.18959,-1.15364,0.687,0.23465,1.3173,-0.65493,1.95915,-0.36005,1.6126,-0.20998,-0.9719,0.03734,0.75594
GUT_0303,0.4769,-0.25141,1.20382,1.60423,0.92544,-2.25401,-0.10931,0.63422,0.82428,-0.59091,1.82512,-1.26407,-0.60897,0.70867,-0.23485,1.95778,0.23815,-0.76764,-0.99898,-1.1294,-1.27056,0.90776,0.69421,1.40828,-0.77243,1.70425,-0.45483,1.76394,-0.19791,0.02971,0.09295,1.82998
GUT_0304,0.18305,-0.09914,1.75849,1.20123,0.37126,-2.36597,0.18357,-0.03936,0.62761,-0.57882,2.15454,-1.20222,-0.68987,1.05653,0.07215,2.0539,-0.12924,-0.90553,-0.61037,-1.01324,-1.46858,0.687,0.42544,1.08464,-0.69519,1.47102,-0.1944,1.60959,-0.27027,-0.62575,0.12285,1.23143
GUT_0305,0.26442,-0.35114,1.47273,1.67755,0.31071,-2.16332,0.6415,1.12346,1.03112,-0.57275,2.11766,-1.15982,-0.36233,0.89315,0.31519,1.8327,-0.18026,-0.60256,-0.28618,-1.16755,-1.01766,0.93797,0.529,1.29607,-1.07944,1.54759,-0.57165,1.53392,-0.59597,-0.84268,0.53639,0.97951
GUT_0306,0.18438,-0.09439,1.72295,1.14957,0.17922,-1.75903,0.59843,0.56824,1.36147,-1.21073,2.0993,-1.25284,-0.99534,0.64927,0.01007,2.23199,0.40962,-0.61762,-0.09918,-1.17027,-1.44101,0.68483,0.84748,1.26058,-0.79267,1.6107,-0.22439,1.13402,0.01442,-0.64954,0.37598,1.49228
GUT_0307,0.30981,-0.26512,1.69496,0.9457,0.39638,-2.27544,-0.19789,0.91178,0.66114,-0.4995,1.6268,-1.4348,-0.35041,0.86094,0.29815,1.87888,0.27077,-0.84082,-0.84181,-1.30849,-1.4062,0.6525,0.6184,1.46638,-0.92081,1.68262,-0.39779,1.80546,-0.34892,-0.49458,-0.07064,1.24387
GUT_0308,0.13335,-0.14777,1.53109,1.1352,0.33839,-1.8136,0.09848,0.79111,0.40342,-0.8078,1.95104,-1.48973,-0.84846,0.96094,-0.16723,1.81836,-0.03432,-0.56878,-0.55481,-0.80896,-1.65172,0.73153,0.72483,0.86937,-0.81002,1.47617,-0.51975,1.87913,-0.35511,-0.92547,-0.0144,1.15927
GUT_0309,0.58257,-0.22848,1.46954,1.0054,0.70781,-2.00661,-0.64068,0.67313,1.08721,-1.27552,1.88779,-1.64736,-0.53593,1.33651,-0.27929,1.74917,0.1136,-0.77661,-0.76421,-1.07447,-1.56724,0.68591,0.23746,1.5522,-0.7957,1.30245,-0.48357,1.71778,-0.48087,-0.43121,0.39745,0.86857
GUT_0310,0.175,-0.11159,1.92966,1.21135,0.46482,-2.054,-0.01365,0.69641,1.19704,-0.87654,1.67448,-1.30742,-0.41207,0.91078,-0.24553,1.96897,0.16025,-1.0124,-0.25123,-1.65467,-1.11264,0.43564,0.09641,1.51884,-0.84641,1.42391,-0.33892,1.41544,-0.70585,-0.53407,0.08517,1.13649
GUT_0311,0.26284,-0.62623,1.43353,1.21443,0.85402,-2.02034,0.2455,0.54325,0.95095,-0.59239,2.09661,-1.4344,-0.47276,1.46599,-0.38259,2.15106,0.38313,-0.84937,-0.39474,-1.31504,-1.23218,0.60646,0.46668,1.34921,-0.51694,1.78019,-0.20566,1.82339,-0.78493,-0.65754,0.06702,0.96745
GUT_0312,-0.43997,-0.10978,1.29029,1.35855,0.87165,-2.56642,-0.08068,0.79132,0.87648,-0.95026,1.82646,-1.59006,-0.60619,0.98498,-0.18764,2.08769,0.07759,-0.47631,-0.4706,-1.18487,-1.19077,1.0367,0.63999,1.67849,-0.84669,1.88502,-0.07124,1.64708,-0.16723,-0.66665,0.44662,1.07636
GUT_0313,0.14388,-0.74162,1.87314,1.22155,0.56245,-2.33117,-0.31983,0.53437,1.31507,-0.83592,1.85001,-1.4684,-0.60093,1.06366,0.50745,1.94257,0.39897,-0.95956,-0.30823,-0.90215,-0.84775,0.48899,0.36258,0.98438,-1.11016,1.54041,-0.55358,1.46764,-0.79605,-0.41715,0.3538,1.31905
GUT_0314,-0.12222,-0.40491,1.13872,0.9854,0.67472,-2.27036,0.1121,0.766,0.95769,0.16146,1.71741,-1.06287,-0.67692,0.90807,0.31601,2.28978,0.02307,-0.68387,-0.1831,-1.04019,-1.61815,0.56746,0.53776,1.1529,-0.60537,1.40013,-0.24905,2.09275,-0.25331,-1.02412,0.01767,0.98842
GUT_0315,0.45395,-0.20969,1.50424,0.95265,0.75455,-1.93883,0.18624,1.19011,1.44095,-0.40327,1.39657,-1.37467,-0.40036,0.82461,0.29129,2.11386,0.28906,-0.71157,-0.27762,-0.61305,-1.06221,0.78848,0.90823,1.20637,-0.71908,1.81031,-0.35738,1.75282,-0.88417,-1.124,0.22402,0.95797
GUT_0316,0.53482,-0.07226,1.68048,1.40417,0.26203,-2.40223,0.11358,0.87617,0.81847,-0.56624,2.23266,-0.78974,-0.47697,0.69298,0.19874,1.75179,0.51449,-0.62529,-0.2309,-1.06744,-1.25454,1.02216,0.32685,1.32327,-0.47375,2.01799,-0.28409,1.34783,-0.62323,-0.66314,0.28824,1.0023
GUT_0317,0.05847,-0.47314,1.35361,1.17022,0.67437,-2.38388,-0.11718,0.66325,0.75403,0.01702,1.93974,-0.94433,-0.9065,1.01879,0.14378,2.28043,0.18,-1.10483,-0.38604,-1.17476,-1.49089,0.24396,0.88753,1.3943,-0.71916,1.53505,-0.27236,2.00945,0.0182,-0.75192,-0.05464,0.78422
GUT_0318,0.48189,0.10521,1.61869,1.50338,0.51186,-2.03378,0.11377,1.01768,0.9353,-0.91895,2.03565,-1.96105,-0.6618,1.17087,-0.2807,1.84694,0.86921,-0.72459,-0.24073,-0.94084,-1.39946,0.63247,0.63871,1.66136,-1.12939,1.82341,-0.43584,1.84941,-0.53894,-0.89337,0.18726,0.97529
GUT_0319,0.25433,-0.47999,1.65848,1.20396,0.81215,-2.29006,0.0369,0.67166,1.30625,-1.25046,1.98303,-1.09507,-0.61487,0.77826,-0.04928,1.92295,-0.01207,-0.73231,-0.55675,-1.09211,-1.18233,0.36669,0.10371,1.5345,-0.86568,1.83196,-0.35707,1.32195,-0.33607,-0.90064,0.13576,0.53316
GUT_0320,0.13421,-0.41985,1.47917,1.3921,-0.08394,-1.41448,0.10626,1.1173,0.47638,-0.67591,1.59335,-1.19947,-0.54771,0.74691,-0.00485,1.88729,0.56849,-0.45376,-0.10408,-1.16169,-1.05294,0.92144,0.35922,1.51723,-0.69039,2.17282,-0.27687,1.53736,-0.64211,-0.47542,-0.04025,0.97447
GUT_0321,0.4004,-0.1475,1.47133,1.60099,0.47107,-1.76252,0.31963,0.53253,0.35507,-0.69102,2.05206,-1.02387,-0.12068,1.08388,0.36762,1.95806,-0.20161,-0.70387,-0.22431,-1.145,-1.59322,0.69759,0.70935,1.23281,-0.60451,1.6139,-0.46391,1.85083,-0.23555,-0.80551,0.28989,1.48316
GUT_0322,0.32371,-0.3939,1.12669,0.86501,0.54507,-2.50888,-0.18385,0.85013,0.97663,-0.69606,1.98755,-1.49026,-0.64649,1.2109,0.17463,1.81607,-0.00664,-0.80847,-0.50402,-0.661,-0.94279,0.77605,0.73806,1.62315,-0.65082,1.34973,-0.09042,1.35553,-0.25607,-0.54895,0.61115,0.94838
GUT_0323,0.68989,-0.72277,1.44613,1.4818,0.74317,-2.14508,0.06774,0.78614,0.88116,-0.49775,1.64271,-1.28962,-1.0283,0.6824,0.03222,1.92131,-0.01656,-0.59756,-0.197,-1.269,-1.04547,0.72241,0.90849,1.3351,-0.88303,1.8169,-0.20665,1.28585,-0.60273,-0.56163,-0.12259,0.62467
GUT_0324,0.24081,-0.35478,1.54014,0.93577,0.37644,-2.00881,0.02157,0.43101,0.98899,-0.63861,2.05281,-1.25394,-0.67763,0.76772,0.20615,2.01383,0.36526,-0.76401,-0.20136,-0.73661,-1.30157,0.32783,0.82852,1.29877,-0.88375,1.68905,-0.45042,0.86553,0.05015,-0.25309,0.61412,1.23112
GUT_0325,0.32605,-0.13478,1.55731,0.9308,0.59943,-3.00463,0.46782,0.93422,1.02233,-0.96905,1.85405,-1.4861,-0.84632,0.36309,0.34857,1.96945,0.24777,-0.66245,-0.37428,-0.87747,-1.06158,0.19927,0.73189,1.39425,-0.99504,1.54751,-0.30063,1.75352,-0.39695,-0.17892,0.03767,1.12657
GUT_0326,0.66155,-0.65145,2.1483,0.95423,0.24341,-2.16525,-0.03469,1.13201,0.71515,-0.38058,1.91807,-1.17908,-0.99861,0.79024,-0.31548,1.58491,0.25473,-0.44703,-0.45333,-1.4828,-1.44932,0.9124,0.61624,1.43467,-0.78722,1.98362,-0.21857,1.41484,-0.09446,-0.55734,0.56052,0.83741
GUT_0327,0.19781,-0.42829,1.70556,1.35886,0.63143,-2.4048,0.21594,0.8805,0.6514,-0.74987,1.93406,-1.05716,-0.5831,1.6636,-0.2985,1.9215,-0.14284,-0.79092,-0.85625,-1.27649,-1.49588,0.90878,0.35306,1.45889,-0.76682,1.59382,-0.76446,1.30997,-0.28444,-0.3014,0.45601,1.54977
GUT_0328,0.66257,0.24444,1.76629,1.11007,0.75955,-1.78846,-0.05811,0.8497,1.28467,-0.37931,1.87627,-1.22553,-0.44526,1.02561,-0.15396,2.24218,-0.36442,-0.82678,0.0481,-1.3315,-1.50344,0.57648,0.51001,1.71425,-0.87192,1.65133,-0.20357,2.04548,-0.13331,-0.48356,0.09491,0.84845
GUT_0329,0.16919,-0.30983,1.65751,1.79589,1.06178,-2.15209,0.30972,0.23768,1.12955,-0.86533,1.64602,-1.62758,-0.48063,1.34124,0.34324,1.66714,0.02025,-0.57502,-0.3456,-1.06602,-1.33563,0.41052,0.86833,1.07462,-0.46375,1.77339,-0.26174,1.8248,-0.03878,-0.54799,0.06619,1.02318
GUT_0330,0.34129,-0.30777,1.80074,1.07522,0.29169,-2.14192,0.14755,0.98821,0.89405,-0.30725,1.93166,-1.22735,-0.79568,0.70545,0.19236,1.7754,0.53909,-0.94944,-0.62243,-1.06571,-1.29614,0.76697,0.83311,1.83238,-0.34702,1.50963,-0.36603,1.4387,-0.38988,-1.02808,-0.04026,1.04365
GUT_0331,0.46782,-0.70196,1.61161,1.3026,0.83514,-2.17915,-0.12661,0.54135,0.95246,-0.62723,1.74027,-1.40382,-0.64929,0.89267,-0.04199,2.56232,0.41571,-0.64959,-0.35039,-1.03385,-1.4869,0.48965,0.20548,1.06783,-0.64426,1.24778,-0.25221,1.52641,-0.6624,-0.48556,0.29881,0.93311
GUT_0332,0.21861,-0.67714,1.50884,1.02857,0.7345,-1.92072,0.44967,0.58013,1.22224,-0.746,1.83336,-1.04145,-0.63377,1.0734,0.3296,1.93084,0.36972,0.00011,-0.338,-1.10526,-1.07378,0.57569,0.77419,1.44806,-0.84964,1.67119,-0.05422,1.44189,-0.85485,-1.21353,0.31597,0.82043
GUT_0333,0.27895,-0.28038,1.7161,1.38328,1.0871,-1.94907,0.05329,0.95848,1.09937,-0.94121,1.98127,-1.01433,-0.76035,1.03197,0.02824,2.20719,0.28958,-0.24029,-0.70906,-0.60902,-1.25775,0.58543,0.41445,1.39121,-0.55017,1.8436,-0.31543,1.13249,-0.45289,-0.85528,0.2389,0.75582
GUT_0334,0.26509,-0.24537,1.67613,1.49026,0.58766,-2.94297,-0.01381,0.47921,0.85374,-0.50073,2.10198,-0.88548,-0.59295,0.99488,0.57445,1.83601,0.29241,-0.25939,-0.46718,-1.11524,-1.49612,0.46019,0.91818,1.63046,-1.00037,1.7538,-0.44724,1.17315,-0.3829,-0.92975,0.59408,1.12684
GUT_0335,0.18799,0.06472,0.84646,1.37311,0.9119,-2.01072,0.49328,0.36973,0.807,-0.41887,1.82222,-2.11181,-0.86637,1.164,-0.35798,2.63482,-0.06733,-0.50882,-0.2747,-1.17173,-1.434,0.63341,0.16192,1.39359,-0.86562,1.29306,0.01359,1.62478,-0.16704,-0.8486,-0.23897,1.30459
GUT_0336,0.13188,0.19523,1.54872,1.33517,1.33349,-2.19478,0.04673,0.53719,0.4692,-0.63007,2.2641,-1.41046,-0.20087,0.90453,0.07257,1.82553,0.36956,-0.29963,-0.23735,-0.95474,-1.27102,0.74191,0.35562,1.49079,-0.72697,1.53304,-0.68607,1.6584,-0.29609,-0.71714,0.15151,0.96237
GUT_0337,0.07506,-0.05943,1.51696,1.30647,0.9945,-1.94365,-0.08657,0.60261,1.2467,-0.67397,1.68601,-0.99418,-0.88908,1.15976,-0.48924,1.90561,0.21525,-0.50805,-0.82938,-1.35517,-1.11661,0.6027,0.294,1.27576,-0.42476,1.78237,-0.61037,1.92605,-0.28461,-0.60516,0.34126,1.05311
GUT_0338,0.08518,-0.2202,1.2045,1.65169,1.14681,-2.16559,0.30902,0.51935,1.30147,-0.56739,1.18308,-1.81276,-0.75845,0.68345,0.38263,2.03267,0.26369,-1.15897,-0.15609,-1.29076,-1.38636,0.34058,0.53079,1.4685,-1.17416,1.80876,-0.39355,1.65405,-0.43764,-0.46128,0.40945,1.05498
GUT_0339,0.21736,0.12031,2.11808,1.44626,0.43909,-2.63235,0.04263,0.39486,0.92938,-0.61874,1.71822,-1.39793,-0.95156,0.966,-0.0144,2.17334,0.66054,-0.83678,-1.09204,-1.17347,-1.31015,0.80845,0.60525,1.24851,-0.87145,2.17251,-0.36755,1.7944,-0.0533,-0.81161,0.24447,0.81386
GUT_0340,0.41482,-0.21422,2.06764,1.66825,0.35229,-2.18023,0.29002,0.83068,1.20505,-0.48728,2.05816,-1.04411,-0.35849,0.84058,0.34468,1.9157,-0.03665,-1.12826,-0.31003,-1.37778,-1.39869,0.7871,0.78575,0.85155,-0.5417,1.61518,-0.08036,1.87492,-0.5659,-0.58909,0.20325,0.7657
GUT_0341,0.52905,-0.066,1.50981,0.88166,0.82319,-2.27829,0.05965,0.69962,1.07116,-0.62838,1.89873,-1.36556,-0.91997,0.82175,0.31769,2.51276,0.48188,-0.9638,-0.60813,-1.24404,-1.35665,0.34844,0.73015,1.15809,-0.84312,1.91902,-0.35116,1.20331,-0.20094,-0.61416,0.08995,0.88154
GUT_0342,0.68447,0.21007,1.37542,0.87806,0.22704,-1.97128,0.23673,1.03302,0.8986,-0.42083,1.61067,-1.57177,-0.92104,0.61757,0.10119,2.07533,0.60075,-0.53162,-0.2972,-1.29404,-1.16566,0.23862,0.30885,0.87051,-0.44504,1.66064,-0.22899,1.78663,-0.3362,-0.82675,-0.19648,0.98164
GUT_0343,0.51688,-0.54136,1.74752,1.46985,0.32598,-2.24597,-0.06407,0.58587,1.18007,-0.366,1.61443,-1.45039,-0.92286,0.54311,0.19765,1.97595,-0.3418,-0.48679,-0.7154,-0.82373,-1.54909,0.72904,0.49382,1.03531,-0.8287,1.80497,-0.36424,1.28663,-0.38517,-0.76854,0.06571,1.14414
GUT_0344,0.45735,-0.01526,1.88765,1.41887,0.55387,-2.25544,0.2306,0.44127,1.19158,-0.66842,1.99619,-1.13217,-0.67542,1.12507,0.02249,1.89896,0.64199,-0.18606,-0.57044,-1.12623,-0.88401,0.72148,0.49188,1.07056,-0.67113,1.80833,-0.16111,1.5279,-0.39,-0.77707,0.05524,1.00214
GUT_0345,0.041,-0.64979,1.4917,1.26946,0.59159,-1.71518,0.35121,0.47913,0.9163,-0.74361,2.39563,-1.45003,-0.5433,0.95632,-0.2623,2.18981,0.33638,-0.52529,-0.27959,-1.56755,-1.0359,0.39004,1.0091,1.16787,-0.83095,1.66043,-0.45614,1.27289,-0.34245,-1.03131,0.46023,0.79416
GUT_0346,0.67323,0.05322,1.89821,0.96559,0.86127,-2.09252,0.54866,0.68118,1.14051,-0.70946,1.81083,-1.24986,-0.46346,0.62784,0.30984,1.64185,0.50921,-0.54818,-0.02415,-1.77936,-0.8765,0.598,0.7038,1.26993,-0.59739,1.59035,-0.54653,1.67341,-0.63528,-0.96204,0.00741,1.39131
GUT_0347,0.22892,-0.47344,1.44606,1.05843,0.38439,-2.29604,-0.60501,1.04076,0.86597,-0.34197,1.43576,-1.43147,-1.01455,0.94483,0.06619,2.39284,0.27638,-0.35161,-0.3257,-0.57289,-1.50028,1.08997,0.57246,1.47543,-0.75934,1.9919,-0.42125,1.59949,0.03738,-0.54858,0.34551,1.04109
GUT_0348,0.57409,0.00233,1.59614,1.55071,0.63662,-2.32774,0.21692,0.71054,1.0547,-0.24884,1.89669,-1.02365,-0.39214,0.65846,0.23848,2.00631,0.30609,-0.81684,-0.23855,-0.76028,-1.41029,0.75483,0.74589,1.17696,-0.59386,1.83662,-0.3476,1.45316,-0.23001,-0.91226,0.02712,1.2199
GUT_0349,0.43852,-0.11549,1.91967,1.39272,0.57024,-2.37196,-0.28791,0.96231,0.98629,-0.4223,1.90953,-1.34215,-1.19092,0.7637,0.09522,2.30433,0.42153,-0.42794,-0.34999,-1.18359,-1.47071,0.78287,0.68914,1.19846,-0.61604,1.23708,-0.1989,1.31096,-0.3059,-0.95146,0.1034,0.81181
GUT_0350,0.27861,-0.18705,1.7867,1.05345,0.95339,-1.90809,0.02022,0.7066,0.73477,-0.74071,1.63847,-0.97841,-0.72045,0.75971,0.05155,1.77747,-0.39385,-0.78595,0.0542,-0.62478,-1.29835,0.86468,0.589,0.97362,-0.62035,2.13832,-0.28369,1.18254,-0.12146,-0.95584,-0.06984,0.88288
GUT_0351,0.41801,-0.60909,-1.4925,-1.30876,0.1612,0.83663,-0.19817,-0.84043,1.24824,-1.16986,-0.4706,0.34291,-2.43392,0.23807,-0.5532,0.01828,-0.33386,-0.77772,0.67731,-0.95583,1.73594,0.91511,1.17485,0.54508,0.89027,0.85962,0.06178,-1.34229,-0.0633,-0.9446,-1.54548,-0.113
GUT_0352,0.1595,-0.49349,-1.86885,-1.44602,0.36923,0.65249,-0.37052,-0.74628,0.50119,-1.64668,-0.84112,0.42977,-2.41266,0.44722,-0.4537,-0.23114,-0.635,-0.06763,0.93552,-0.66681,1.79025,1.00175,0.6652,1.37264,0.4302,0.92659,-0.20026,-1.23396,-0.23401,-1.12554,-1.74438,0.39848
GUT_0353,0.33566,-0.25932,-1.47972,-1.84996,0.72105,0.83839,-0.42728,-1.10131,1.13333,-1.74068,-0.38986,0.87544,-2.20573,0.32157,-0.78933,0.2708,-0.41276,-0.31917,0.8231,-0.49371,1.15677,0.61744,0.97856,1.38677,0.66162,0.8974,0.35866,-1.88203,0.0235,-0.92388,-1.42952,0.39747
GUT_0354,0.08496,-0.37829,-1.30662,-1.50045,0.24501,1.08135,-0.21498,-0.94059,0.7716,-1.14936,-0.41245,0.39089,-2.01341,0.1339,-0.41997,-0.29173,-0.30058,-0.22064,0.78924,-0.83129,0.93464,0.74416,0.66993,1.45189,0.6323,0.65756,0.09147,-1.64018,0.08653,-1.26802,-0.82761,-0.0236
GUT_0355,0.25111,-0.08976,-1.12822,-1.76316,0.55629,1.39786,0.1759,-0.49201,0.97782,-1.79282,-0.82423,0.56015,-2.50076,0.57163,-0.71376,0.11592,0.10113,0.27112,0.50432,-0.64537,1.60356,0.53327,0.95901,1.05177,0.51414,0.95617,0.19592,-1.42563,-0.52477,-0.73364,-2.04285,0.54531
GUT_0356,0.14318,-0.60546,-1.47115,-1.158,0.61206,1.03216,0.13681,-0.91131,0.96361,-1.80589,-0.33337,0.67002,-2.18749,0.07887,-0.67573,-0.0632,-0.11097,-0.12782,0.25294,-0.84794,1.71387,1.11874,0.7686,1.48485,0.61123,0.70521,0.00574,-1.65017,-0.19623,-0.96828,-1.85667,0.04274
GUT_0357,0.19026,-0.19685,-1.54461,-1.49479,0.13693,1.12986,0.05344,-1.36123,1.32173,-1.44469,-1.10872,0.15879,-2.43468,0.28576,-0.81746,0.09401,0.38707,0.27926,0.75223,-0.72502,1.15777,0.44066,0.64026,0.85191,1.15685,0.96164,0.15203,-1.40542,-0.69587,-0.88969,-1.7914,-0.11084
GUT_0358,0.10331,-0.6641,-1.05013,-1.70508,0.46509,1.05569,-0.1931,-1.02871,0.82918,-1.08147,-0.44672,0.70963,-2.20872,0.6426,-0.73126,0.12917,0.61869,0.49586,1.08037,-0.68529,1.59816,0.506,0.73353,1.09022,0.74617,0.48722,0.49189,-1.32545,-0.53296,-0.61715,-1.2059,0.59053
GUT_0359,-0.00159,-0.61632,-1.12177,-1.37327,0.52364,0.69946,0.01401,-1.23633,1.15064,-1.33954,-0.57376,0.72209,-2.49192,-0.06556,-0.29809,-0.37763,0.2078,-0.16349,1.15773,-0.84734,1.22514,0.95457,0.68,0.93592,0.71635,0.83544,0.34323,-1.60191,-0.1508,-0.54247,-1.37891,-0.64112
GUT_0360,0.06147,-0.736,-1.1342,-1.15622,0.54589,0.81378,0.08419,-0.96057,1.26017,-1.503,-0.65207,0.21626,-2.32708,0.13452,-0.32137,-0.14622,-0.02643,0.23351,0.86041,-0.83454,1.11547,0.75266,1.07204,1.23555,0.47534,1.47888,0.11882,-1.88575,0.11267,-1.11731,-1.33532,0.02815
GUT_0361,0.31373,-0.60092,-1.40676,-1.13092,0.33137,1.31737,-0.00371,-0.83608,0.71962,-1.69055,-0.67762,0.83315,-1.51398,0.32963,-0.73698,0.24408,0.36211,0.0389,0.92759,-0.53432,1.17625,0.41435,1.22494,1.10899,1.36389,0.15286,0.24225,-1.27402,-0.31429,-0.34258,-1.11674,0.92913
GUT_0362,0.37303,-0.56492,-1.29844,-1.64281,0.42243,0.7184,-0.26168,-1.00536,1.14673,-1.1766,-0.71782,0.46045,-2.11571,0.89096,-0.83042,-0.21886,-0.36788,0.60341,0.48816,-0.98085,1.87621,0.35681,0.9422,1.39777,0.78554,0.59252,0.14123,-1.58641,-0.43525,-1.04696,-1.64901,0.10124
GUT_0363,0.52908,-0.79642,-1.41394,-1.54135,0.30803,0.63961,-0.02827,-0.74677,1.15536,-1.21062,-0.79774,0.53848,-2.79085,0.31,-0.31369,0.03987,-0.2239,-0.14796,0.73623,-1.0226,1.63116,0.34006,0.7726,1.12416,1.15944,1.46187,-0.10252,-1.48681,-0.09871,-0.7809,-1.41444,-0.09579
GUT_0364,-0.06779,-0.78554,-1.03971,-1.43846,0.20397,1.04184,-0.52281,-0.93674,0.826,-1.05667,-0.13562,0.52401,-2.65187,0.52052,-0.5103,0.01604,-0.37287,0.08118,0.79515,-1.18692,1.48559,0.48953,1.10581,1.17296,0.99553,1.19907,-0.01158,-1.33549,0.20175,-0.91013,-0.91298,0.60671
GUT_0365,-0.17364,-0.09309,-1.51978,-1.28113,0.44665,1.17626,-0.00997,-1.0069,1.05228,-1.17791,-0.82767,1.01683,-2.27911,0.34421,-0.63896,0.20775,0.1107,0.3595,0.6741,-0.70355,1.78498,1.13734,0.56137,0.80752,0.55434,1.11501,-0.1202,-1.80106,-0.42852,-0.57867,-1.54938,0.51164
GUT_0366,-0.07016,-0.54758,-1.6254,-1.3415,0.46667,0.84676,0.06713,-1.31006,1.0805,-0.88141,-0.10025,0.91224,-2.2837,0.56978,-0.87206,0.00517,-0.21527,-0.05801,0.92824,-0.48322,1.33057,0.74346,0.52994,0.81256,1.3264,1.05948,-0.28649,-1.3273,-0.2322,-0.77763,-1.66381,0.41275
GUT_0367,0.16671,-0.80536,-0.73904,-0.95896,0.52662,0.55278,-0.09694,-0.87448,0.62834,-1.3419,-0.79505,0.56089,-2.36702,0.5504,-0.42147,0.19128,-0.06215,0.17664,0.55412,-1.32266,1.6776,0.53503,1.13119,1.43069,0.87304,0.59093,0.11386,-1.50369,-0.43926,-1.10902,-1.22201,0.32876
GUT_0368,0.33711,-0.76369,-1.22715,-1.13499,0.51,1.04043,-0.08408,-0.92969,1.08352,-1.81418,-0.40162,0.73502,-2.2252,0.28361,-0.37344,-0.21223,-0.28892,0.35777,0.613,-0.43704,1.23843,0.87789,1.11828,0.97722,0.64344,1.37544,-0.22831,-1.01008,0.24037,-0.5092,-1.28862,0.16271
GUT_0369,0.09373,-0.28313,-0.73351,-0.91751,0.88196,1.00488,-0.25335,-0.87622,0.60284,-1.27594,-0.57586,0.35678,-1.92772,0.57818,-0.33606,0.03697,-0.07152,0.31764,0.75938,-0.80202,1.51497,0.8403,0.88243,1.23883,0.91693,1.12397,0.15032,-1.56194,0.06707,-0.47778,-1.37185,0.15412
GUT_0370,-0.32172,-0.02668,-1.26257,-1.76506,0.67703,0.72656,-0.15391,-0.96432,1.18549,-1.04294,-0.73649,0.45592,-2.194,-0.11059,-0.74442,-0.05707,-0.15209,0.39694,0.82266,-0.41709,1.86019,0.72192,0.88999,1.042,0.78605,0.94993,0.24577,-1.5546,-0.31229,-0.90445,-1.36557,0.38038
GUT_0371,0.31199,-0.78309,-1.1477,-1.62852,0.20091,0.77168,0.20041,-0.98245,0.84404,-1.31437,-0.95049,0.62545,-2.25735,0.268,-0.32394,-0.13483,0.19419,0.61786,0.71899,-0.8931,1.51776,0.4864,0.69241,1.39508,0.50683,0.83326,0.36976,-1.34898,-0.58358,-0.00344,-0.94961,0.31096
GUT_0372,0.78205,-0.29951,-1.4565,-1.38308,0.63818,0.4112,-0.26134,-1.02499,1.0529,-1.37716,-0.81843,0.75287,-2.35396,0.30685,-0.3801,0.2725,-0.35132,0.08634,0.86534,-0.75395,1.58393,0.67092,0.64248,1.19629,0.3519,0.6652,0.14552,-1.28879,-0.03862,-0.42847,-1.23633,0.60112
GUT_0373,-0.13084,-0.45318,-1.58929,-1.03288,0.43571,0.76053,-0.03997,-0.81851,0.43022,-1.30282,-0.31487,0.55771,-2.22843,0.53076,-0.61127,0.36494,-0.08835,0.14583,0.63291,-0.85288,0.78554,0.40504,0.51644,1.1067,0.63777,1.03247,0.06338,-1.37602,-0.21138,-0.32404,-1.42015,0.4572
GUT_0374,0.47752,0.06299,-1.54926,-1.3772,0.31977,1.24898,-0.30205,-0.65838,0.72077,-0.66578,-0.55424,0.62194,-2.24878,-0.00661,-0.97265,0.08255,0.10046,0.14335,0.83471,-0.70745,1.12883,0.31226,0.67876,0.66686,1.16985,0.82265,0.23776,-1.28135,0.15175,-0.43756,-1.12674,0.41908
GUT_0375,0.01245,-0.39742,-1.11434,-1.91114,0.52738,1.14127,-0.23248,-1.3802,1.29106,-1.5562,0.00653,0.38708,-2.33362,0.71544,-0.35872,0.19297,0.05679,0.68918,0.68032,-0.75715,1.74644,1.27293,0.82832,1.17353,0.69231,0.75608,-0.19104,-1.61538,-0.32952,-0.50722,-1.21994,0.28446
GUT_0376,-0.07731,-0.48496,-1.17102,-1.67084,0.46439,1.18473,0.23544,-1.15678,0.6811,-1.47474,-0.96039,0.82983,-2.50686,0.28025,-0.46024,-0.15921,-0.09211,0.16396,0.76255,-0.78217,1.57619,1.00377,1.04573,1.07968,0.80532,0.90813,0.24802,-1.64602,-0.12809,-0.62932,-0.8943,0.41133
